rank_composite,name,organizer,category_slug,official_url,grade_band,region_scope,cost,participation,entry_pathway,likely_recurrence,search_volume_score,coverage_score,deadline_proximity_score,notes
2.5,Lexington Math Tournament (LMT),Lexington High School,math,https://lmt.mkhs.dev,6-12,national,free,team,school_or_chapter,annual,2,3,3,Student-run online/onsite tournament
2.5,Math Madness (areteem),Areteem Institute,math,https://www.mathmadnessonline.com,3-12,national,paid,team,school_or_chapter,annual,2,3,3,Bracket-style online team contest
2.5,Math is Cool Championships,Academics is Cool (Washington),math,https://www.academicsarecool.com,4-12,state,paid,both,school_or_chapter,annual,2,3,3,Washington regional + state Masters; teams of four
2.5,MathCON,Concept Schools,math,https://www.mathcon.org,5-12,national,paid,individual,school_or_chapter,annual,2,3,3,Online prelim -> national finals
2.5,National Assessment & Testing math contests,National Assessment & Testing,math,https://www.natassessment.com,9-12,national,paid,both,school_or_chapter,annual,2,3,3,Fast-paced timed math contests
2.5,New York City Interscholastic Mathematics League (NYCIML),NYCIML,math,https://www.nyciml.org,9-12,regional,paid,both,school_or_chapter,annual,2,3,3,NYC contest series Oct-Apr; four levels
2.5,Rocket City Math League,Virgil I. Grissom High School,math,https://www.rocketcitymath.org,6-12,national,free,individual,individual,annual,2,3,3,Free mail/online rounds
2.5,Coolidge Scholarship,Coolidge Foundation,other,https://coolidgescholars.org,11-11,national,free,individual,individual,annual,2,3,3,Full-ride merit scholarship + debate
2.5,Lemelson-MIT / InvenTeams,Lemelson-MIT Program,other,https://lemelson.mit.edu/inventeams,9-12,national,free,team,school_or_chapter,annual,2,3,3,High-school invention grants/contest
2.5,Rube Goldberg Machine Contest,Rube Goldberg Institute,other,https://www.rubegoldberg.org,K-12,national,paid,team,school_or_chapter,annual,2,3,3,Overengineered-machine build contest
2.5,BotBall Educational Robotics,KISS Institute for Practical Robotics,robotics,https://www.botball.org,6-12,national,paid,team,school_or_chapter,annual,2,3,3,Autonomous robotics program
2.5,FIRST Global Challenge (US team),FIRST Global,robotics,https://first.global,9-12,national,paid,team,school_or_chapter,annual,2,3,3,International robotics olympics
2.5,FIRST LEGO League Discover,FIRST,robotics,https://www.firstinspires.org/robotics/fll/discover,PreK-1,national,paid,team,school_or_chapter,annual,2,3,3,Play-based early-elementary robotics (ages 4-6)
2.5,RoboCupJunior US,RoboCup,robotics,https://robocupjunioramerica.org,6-12,national,free,team,school_or_chapter,annual,2,3,3,Soccer/rescue/dance robotics
2.5,Robofest,Lawrence Technological University,robotics,https://www.robofest.net,4-12,national,paid,team,school_or_chapter,annual,2,3,3,Autonomous robotics competition
2.5,SeaPerch / RoboNation SeaPerch Challenge,RoboNation,robotics,https://seaperch.org,5-12,national,paid,team,school_or_chapter,annual,2,3,3,Underwater robotics build
2.5,TSA VEX Robotics / TSA Robotics,Technology Student Association,robotics,https://tsaweb.org,6-12,national,paid,team,school_or_chapter,annual,2,3,3,Robotics events within TSA
2.5,Wonder League Robotics Competition,Wonder Workshop,robotics,https://www.makewonder.com/robotics-competition,1-8,national,free,team,school_or_chapter,annual,2,3,3,Elementary coding robotics
2.5,Zero Robotics,MIT / NASA,robotics,https://zerorobotics.mit.edu,6-12,national,free,team,school_or_chapter,annual,2,3,3,Program satellites on the ISS
2.5,BioGENEius Challenge,Biotechnology Institute,science-engineering,https://biotechinstitute.org/programs/biogeneius,9-12,national,free,individual,individual,annual,2,3,3,Biotech research competition
2.5,California Science and Engineering Fair,University of Southern California,science-engineering,https://csef.usc.edu,6-12,state,free,both,school_or_chapter,annual,2,3,3,State ISEF-affiliated fair; feeds Regeneron ISEF
2.5,Junior Solar Sprint,Army Educational Outreach Program,science-engineering,https://www.jss.usaeop.com,6-8,national,free,team,school_or_chapter,annual,2,3,3,Solar model-car engineering
2.5,National STEM Challenge,EXPLR / US Dept of Education partners,science-engineering,https://www.thestemchallenge.org,6-12,national,free,individual,school_or_chapter,annual,2,3,3,National STEM project showcase
2.5,Real World Design Challenge,RWDC,science-engineering,https://www.realworlddesignchallenge.org,9-12,national,free,team,school_or_chapter,annual,2,3,3,Aviation/engineering design
2.5,Solar Car Challenge,Solar Car Challenge Foundation,science-engineering,https://www.solarcarchallenge.org,9-12,national,paid,team,school_or_chapter,annual,2,3,3,Solar-powered car race
2.5,Stockholm Junior Water Prize (US),Water Environment Federation,science-engineering,https://www.wef.org/sjwp,9-12,national,free,both,either,annual,2,3,3,Water-research project prize
2.5,Supermileage / Shell Eco-marathon Americas,Society of Automotive Engineers / Shell,science-engineering,https://www.makethefuture.shell/en-us/shell-eco-marathon,9-12,national,paid,team,school_or_chapter,annual,2,3,3,Fuel-efficiency vehicle challenge
2.5,"TEAMS (Tests of Engineering Aptitude, Math, Science)",Technology Student Association,science-engineering,https://teams.tsaweb.org,6-12,national,paid,team,school_or_chapter,annual,2,3,3,Engineering scenario challenge
2.5,USA National Astronomy Competition / Astronomy Olympiad,US Astronomy & Astrophysics Organization,science-engineering,https://usaaao.org,9-12,national,free,individual,individual,annual,2,3,3,Astronomy/astrophysics olympiad
2.5,iGEM (International Genetically Engineered Machine) High School,iGEM Foundation,science-engineering,https://igem.org,9-12,national,paid,team,school_or_chapter,annual,2,3,3,Synthetic-biology project competition
2.5,Bennington College Young Writers Awards,Bennington College,writing-essay,https://www.bennington.edu/events/young-writers-awards,9-12,national,free,individual,individual,annual,2,3,3,Poetry/fiction/nonfiction awards
2.5,DAR American History Essay Contest,Daughters of the American Revolution,writing-essay,https://www.dar.org/national-society/education/essay-contests,5-8,national,free,individual,school_or_chapter,annual,2,3,3,American-history essay by grade
2.5,Kenyon Review Patricia Grodd Poetry Prize,The Kenyon Review,writing-essay,https://kenyonreview.org/submit/patricia-grodd,10-11,national,free,individual,individual,annual,2,3,3,Free poetry prize for sophomores/juniors
2.5,NCTE Promising Young Writers,National Council of Teachers of English,writing-essay,https://ncte.org/awards/promising-young-writers,8-8,national,free,individual,school_or_chapter,annual,2,3,3,Grade-8 teacher-nominated writing award
2.5,National Council of Teachers of English Achievement Awards,NCTE,writing-essay,https://ncte.org/awards,11-12,national,free,individual,school_or_chapter,annual,2,3,3,Writing recognition program
2.5,Optimist International Essay Contest,Optimist International,writing-essay,https://www.optimist.org/member/scholarships3.cfm,K-12,national,free,individual,either,annual,2,3,3,Club-sponsored essay scholarship
2.5,Signet Classics Student Scholarship Essay Contest,Penguin Random House,writing-essay,https://www.penguinrandomhouse.com/pages/signet-classics-scholarship-essay-contest,11-12,national,free,individual,individual,annual,2,3,3,Literature essay scholarship
2.5,Genes in Space,Boeing / miniPCR bio,science-engineering,https://www.genesinspace.org,7-12,national,free,both,individual,annual,2,3,3,Propose DNA experiments; winner flies to ISS
2.5,National Trumpet Competition,National Trumpet Competition,arts-music,https://nationaltrumpetcomp.org,5-12,national,paid,both,individual,annual,2,3,3,Junior and HS solo/ensemble divisions; video prelims
2.5,Braille Challenge,Braille Institute,other,https://brailleinstitute.org/braille-challenge,1-12,national,unknown,individual,either,annual,2,3,3,Blind/low-vision students; 70 regionals; USC finals
2.5,Terra NYC STEM Fair,Terra Science and Education,science-engineering,https://tnycfair.org,9-12,regional,paid,both,individual,annual,2,3,3,Sole ISEF-affiliated HS fair for NYC five boroughs
2.5,President's Environmental Youth Award (PEYA),US EPA,science-engineering,https://www.epa.gov/education/presidents-environmental-youth-award-peya,K-12,national,free,both,either,annual,2,3,3,Presidential award for completed environmental stewardship projects
2.5,Log1 Contest,Mu Alpha Theta,math,https://mualphatheta.org/national-log-1-contest,9-12,national,unknown,individual,school_or_chapter,annual,2,3,3,Three rounds via chapters; returns 2026-27 per official page
2.5,Chicago International Model United Nations (CIMUN),MUNDO / IDEA,debate-speech,https://www.cimun.org,9-12,national,unknown,team,school_or_chapter,annual,2,3,3,Integrated crisis simulation; December at Fairmont Chicago
2.5,Rutgers Model United Nations (RUMUN),Institute for Domestic & International Affairs at Rutgers,debate-speech,https://www.rumun.net,9-12,national,unknown,team,school_or_chapter,annual,2,3,3,Four-day conference since 1992; November
2.5,Harlan Institute Virtual Supreme Court Competition,Harlan Institute,history-geography-civics,https://harlaninstitute.org/virtual-supreme-court/,9-12,virtual,free,team,individual,annual,2,3,3,Appellate briefs plus video oral argument; DC championship
2.5,VHSL Scholastic Bowl,Virginia High School League,academic-bowl,https://www.vhsl.org/scholastic-bowl/,9-12,state,paid,team,school_or_chapter,annual,2,3,3,Virginia official league; NAQT questions; six classifications
2.4,StellarXplorers,Air & Space Forces Association,science-engineering,https://www.stellarxplorers.org,6-12,virtual,paid,team,school_or_chapter,annual,1,3,5,Space-system design; registration closes mid-Oct
2.4,UAS4STEM,Academy of Model Aeronautics,robotics,https://www.amaflightschool.org/programs/uas4stem-drone-challenge,6-12,national,paid,team,either,annual,1,3,5,Quadcopter search-and-rescue missions; finals at AirVenture
2.4,Cubes in Space,idoodledu inc.,science-engineering,https://www.cubesinspace.com,6-12,virtual,unknown,both,either,annual,2,2,4,Experiments fly on NASA sounding rocket or balloon
2.4,Texas A&M High School Mathematics Contest,Texas A&M Department of Mathematics,math,https://artsci.tamu.edu/mathematics/outreach/programs/index.html,9-12,regional,unknown,individual,either,annual,2,2,4,30-plus-year annual November contest
2.4,World Historian Student Essay Competition,World History Association,history-geography-civics,https://members.thewha.org/page/world_historian_student_essay,K-12,national,free,individual,individual,annual,2,4,1,1000-word world history essay; $500 prize
2.4,We The Future Contest,Constituting America,history-geography-civics,https://constitutingamerica.org/contest-categories-new/,K-12,virtual,free,individual,individual,annual,2,4,1,Essays songs films PSAs on the Constitution
2.3,National Greek Exam,American Classical League,academic-bowl,https://www.aclclassics.org/Exams/National-Greek-Exam,6-12,national,paid,individual,school_or_chapter,annual,1,4,3,Ancient Greek; four levels
2.3,Los Angeles County Science & Engineering Fair,LACSEF / LA County Office of Education,science-engineering,https://lascifair.org,6-12,regional,unknown,both,school_or_chapter,annual,2,3,2,76th annual; largest-county fair; Shrine Expo Hall
2.3,Science & Engineering Fair of Metropolitan Detroit (SEFMD),SEFMD Inc.,science-engineering,https://www.sefmd.org,6-12,regional,unknown,both,school_or_chapter,annual,2,3,2,Huntington Place Detroit; also hosts Michigan Science Fair
2.3,International Bridge Building Contest,International Bridge Building Committee,science-engineering,http://bridgecontest.phys.iit.edu,9-12,national,paid,individual,school_or_chapter,annual,2,3,2,Model basswood bridge efficiency; regional qualifiers; Chicago finals
2.3,MMATHS,Yale Math Competitions + partner universities,math,https://www.mmaths.org/mmaths,9-12,national,unknown,both,either,annual,2,3,2,Multi-university satellite model; individual plus team rounds
2.3,North Carolina State Mathematics Contest,NC universities consortium,math,https://sites.google.com/site/statemathcontest/,9-12,state,free,individual,school_or_chapter,annual,2,3,2,Statewide qualifying ladder; university-hosted finals
2.3,John Edie Holiday Debates,The Blake School,debate-speech,https://blake.tabroom.com,9-12,national,paid,team,school_or_chapter,annual,2,3,2,December tournament; TOC bid levels in LD PF CX
2.3,NFPW High School Communications Contest,National Federation of Press Women,arts-music,https://www.nfpw.org/high-school-contest,9-12,national,paid,individual,either,annual,1,4,3,23 categories; state affiliates feed national
2.3,ARTEFFECT,Lowell Milken Center for Unsung Heroes,arts-music,https://www.arteffectlmc.org,6-12,national,free,individual,individual,annual,2,3,2,Art depicting Unsung Heroes; $15k-plus prizes
2.3,SPJ/JEA High School Essay Contest,Society of Professional Journalists,writing-essay,https://www.spj.org/high-school-essay-contest/,9-12,national,paid,individual,individual,annual,2,3,2,Free-press themed essay; scholarships; homeschool eligible
2.3,Ohio Academic Competition,OAC Committee,academic-bowl,https://www.ohioacademiccompetition.com,9-12,state,paid,team,school_or_chapter,annual,2,3,2,Ohio state quiz bowl; qualify via 6 regionals
2.3,Michigan High School Quiz Bowl State Championship,Michigan Quiz Bowl Association,academic-bowl,https://miqba.org,9-12,state,paid,team,school_or_chapter,annual,2,3,2,Unified state championship at MSU; NAQT questions
2.2,National Dance / YoungArts dance discipline,National YoungArts Foundation,arts-music,https://youngarts.org/competition,10-12,national,paid,individual,individual,annual,2,2,3,National awards in dance
2.2,Extemporaneous Speaking (NSDA),National Speech & Debate Association,debate-speech,https://www.speechanddebate.org,9-12,national,paid,individual,school_or_chapter,annual,2,2,3,Impromptu current-events speech event
2.2,Regeneron Biology Olympiad Open Exam,Center for Excellence in Education,science-engineering,https://www.usabo-trc.org,9-12,national,free,individual,school_or_chapter,annual,2,2,3,USABO first-round open exam
2.2,Verizon Innovative Learning Emerging Innovators,Verizon,science-engineering,https://www.verizon.com/learning,6-12,national,free,team,school_or_chapter,annual,2,2,3,STEM/social-impact challenge
2.2,Plant the Moon Challenge,Institute of Competition Sciences,science-engineering,https://www.plantthemoon.com,K-12,virtual,unknown,team,either,annual,1,3,4,Grow crops in lunar/Martian regolith simulant
2.2,Electrathon America,Electrathon America,science-engineering,https://www.electrathonamerica.org,9-12,national,paid,team,either,annual,1,3,4,Build and race efficient electric vehicles
2.2,GAMA Aviation Design Challenge,General Aviation Manufacturers Association,science-engineering,https://gama.aero/opportunities-in-ga/aviation-challenge/,9-12,national,free,team,school_or_chapter,annual,1,3,4,Modify aircraft design in X-Plane; capped at 150 schools
2.2,NIETOC (National Individual Events Tournament of Champions),NIETOC,debate-speech,https://nietoc.org,9-12,national,paid,both,school_or_chapter,annual,2,2,3,Bid-qualification speech nationals; interp and oratory events
2.2,FRA Americanism Essay Contest,Fleet Reserve Association,writing-essay,https://www.fra.org/fra/Web/Web/Content/Essay_Contest.aspx,7-12,national,free,individual,individual,annual,1,3,4,350-word patriotic essay; Dec deadline
2.2,Manningham Student Poetry Awards,National Federation of State Poetry Societies,writing-essay,https://nfsps.net/manningham-student-poetry-contest,6-12,national,free,individual,individual,annual,1,3,4,Junior and senior divisions; ten cash prizes each
2.1,ASA Data Visualization Poster Competition,American Statistical Association,math,https://www.amstat.org/education/asa-data-visualization-poster-competition-for-grades-k-12-,K-12,national,free,both,either,annual,1,4,2,Statistics posters; four grade divisions; April deadline
2.1,National Chinese Speech Contest,AAICE,academic-bowl,https://www.chinesespeechcontest.com,K-12,national,unknown,individual,either,annual,1,4,2,Mandarin speech; April national finals
2.1,Ocean Awareness Contest,Bow Seat Programs,arts-music,https://bowseat.org/programs/ocean-awareness-contest/,6-12,virtual,free,both,either,annual,2,3,1,Art; writing; film; music on ocean themes; ages 11-18
2.1,Project Green Challenge,Turning Green,other,https://projectgreenchallenge.com,9-12,virtual,free,both,individual,annual,1,2,5,30 daily eco challenges each October
2.1,North Carolina Science & Engineering Fair (NCSEF),NC Science & Engineering Fair,science-engineering,https://ncsef.org,3-12,state,unknown,both,school_or_chapter,annual,1,4,2,State fair at NC State; 8 regional feeders
2.1,AAPT High School Physics Photo Contest,American Association of Physics Teachers,science-engineering,https://www.aapt.org/Programs/photocontest/,9-12,national,free,individual,school_or_chapter,annual,2,3,1,Physics-of-everyday-life photo plus essay; school-capped entries
2.1,Penn Model Congress,Model Congress at Penn,debate-speech,https://www.pennmodelcongress.org,9-12,national,unknown,team,school_or_chapter,annual,2,3,1,Spring conference in Philadelphia
2.1,Embracing Our Differences,Embracing Our Differences Inc.,arts-music,https://www.embracingourdifferences.org,K-12,national,free,individual,individual,annual,2,3,1,Billboard-size art exhibit; Best-in-Show student award
2.0,MSHSAA Scholar Bowl,Missouri State High School Activities Association,academic-bowl,https://www.mshsaa.org,9-12,state,paid,team,school_or_chapter,annual,1,3,3,Missouri state-series buzzer competition
2.0,Quiz Bowl — Knowledge Master Open,Academic Hallmarks,academic-bowl,https://www.greatauk.com,6-12,national,paid,team,school_or_chapter,annual,1,3,3,Computer-based quiz competition
2.0,Cooper International Competition (violin/piano),Oberlin Conservatory,arts-music,https://www.oberlin.edu/cooper-competition,9-12,national,paid,individual,individual,annual,1,3,3,Pre-college classical competition
2.0,Stulberg International String Competition,Stulberg,arts-music,https://stulberg.org,6-12,national,paid,individual,individual,annual,1,3,3,Strings; age 19 & under
2.0,The American Prize,The American Prize,arts-music,https://theamericanprize.org,9-12,national,paid,both,individual,annual,1,3,3,Performing-arts competitions by category
2.0,DAR Christopher Columbus Essay Contest,Daughters of the American Revolution,history-geography-civics,https://www.dar.org/national-society/education/essay-contests,9-12,national,free,individual,school_or_chapter,annual,1,3,3,Columbus-themed essay; co-sponsored with NIAF
2.0,Elks Americanism Essay Contest,Elks USA,history-geography-civics,https://www.elks.org/programs/americanism.cfm,5-8,national,free,individual,school_or_chapter,annual,1,3,3,Grades 5-8 patriotic essay; lodge-submitted
2.0,International Geography Bee (US),International Academic Competitions,history-geography-civics,https://www.geographybee.com,4-12,national,paid,individual,either,annual,1,3,3,Geography buzzer competition
2.0,National World War II Museum student essay/challenge,National WWII Museum,history-geography-civics,https://www.nationalww2museum.org/students-teachers,6-12,national,free,individual,individual,annual,1,3,3,WWII-history student contest
2.0,SAR Knight Essay Contest,Sons of the American Revolution,history-geography-civics,https://www.sar.org/education/knight-essay-contest,9-12,national,free,individual,either,annual,1,3,3,Essay on Revolution/Constitution; cash awards
2.0,SAR Rumbaugh Historical Oration Contest,Sons of the American Revolution,history-geography-civics,https://www.sar.org/education/rumbaugh-oration-contest,9-12,national,free,individual,either,annual,1,3,3,Original oration on Revolutionary War topic
2.0,US History Bee,International Academic Competitions,history-geography-civics,https://www.historybee.com,4-12,national,paid,individual,either,annual,1,3,3,US-history buzzer contest
2.0,Caring for Our Watersheds,Nutrien,other,https://www.caringforourwatersheds.com,9-12,regional,free,both,school_or_chapter,annual,1,3,3,Environmental solutions contest
2.0,National Academic League,National Academic League,other,https://nationalacademicleague.org,4-12,national,paid,team,school_or_chapter,annual,1,3,3,"Team academic competition, all subjects"
2.0,SpellPundit National Spelling Bee,SpellPundit,other,https://spellpundit.com,K-8,national,paid,individual,individual,annual,1,3,3,Online spelling championship
2.0,Junior Botball Challenge,KISS Institute for Practical Robotics,robotics,https://www.kipr.org/jr-botball,K-8,national,paid,team,school_or_chapter,annual,1,3,3,Elementary/middle autonomous robotics
2.0,National Robotics Challenge,National Robotics Challenge,robotics,https://www.thenrc.org,6-12,national,paid,team,school_or_chapter,annual,1,3,3,Open-format robotics contest
2.0,National Robotics League,National Tooling & Machining Association,robotics,https://gonrl.org,6-12,regional,paid,team,school_or_chapter,annual,1,3,3,Combat robots; 15-lb; manufacturer-partnered
2.0,Spellman High Voltage Electronics Clean Tech Competition,Center for Science Teaching and Learning,science-engineering,https://www.cstl.org/cleantech,9-12,national,free,both,either,annual,1,3,3,Green-tech research competition
2.0,American Foreign Service National High School Essay Contest,AFSA,writing-essay,https://afsa.org/essay-contest,9-12,national,free,individual,individual,annual,1,3,3,Diplomacy-themed essay
2.0,EngineerGirl Writing Contest,National Academy of Engineering,writing-essay,https://www.engineergirl.org/writing-contest,3-12,national,free,individual,individual,annual,1,3,3,STEM-themed essay contest
2.0,Sejong Writing Competition,Sejong Cultural Society,writing-essay,https://www.sejongculturalsociety.org/writing,K-12,national,free,individual,individual,annual,1,3,3,US/Canada; sijo poetry and essay tracks
2.0,The Adroit Prizes for Poetry & Prose,The Adroit Journal,writing-essay,https://theadroitjournal.org/prizes,9-12,national,paid,individual,individual,annual,1,3,3,Secondary/undergrad writing prize
2.0,IM2C (International Mathematical Modeling Challenge) US,COMAP / NeoUnion ESC,math,https://immchallenge.org,9-12,national,unknown,team,school_or_chapter,annual,1,3,3,Teams of four; US national selection; starts Feb
2.0,Trig-Star,National Society of Professional Surveyors,math,https://trig-star.com,9-12,national,free,individual,school_or_chapter,annual,1,3,3,Timed trigonometry test; school->state->national
2.0,USIYPT (US Invitational Young Physicists Tournament),USAYPT,science-engineering,https://www.usaypt.org,9-12,national,paid,team,school_or_chapter,annual,1,3,3,Year-long research problems defended in physics fights
2.0,NFMC Junior Competitions & Awards,National Federation of Music Clubs,arts-music,https://www.nfmc-music.org/competitions-awards/,K-12,national,paid,individual,school_or_chapter,annual,1,3,3,Piano; strings; voice; composition; membership required
2.0,Chicago Public Schools Student Science Fair,CPS Student Science Fair Inc.,science-engineering,https://cpsstemfair.org,7-12,regional,free,both,school_or_chapter,annual,1,3,3,76th citywide exhibition at Griffin Museum of Science and Industry
2.0,Claudia Ann Seaman Awards,Polyphony Lit,writing-essay,https://www.polyphonylit.org/claudia-ann-seaman-awards,9-12,virtual,free,individual,individual,annual,1,3,3,Poetry fiction creative nonfiction; editorial feedback
1.9,TYE Global (TiE Young Entrepreneurs),TiE,business-entrepreneurship,https://tyeglobal.org,9-12,national,unknown,team,individual,annual,1,2,4,Chapter-based startup program; June global finals
1.8,U.S. Earth Science Olympiad (USESO),United States Earth Science Organization,science-engineering,https://www.useso.org,9-12,national,free,individual,individual,annual,1,3,2,Open exam selects US team for IESO
1.8,David McCullough Essay Prizes,Gilder Lehrman Institute,history-geography-civics,https://www.gilderlehrman.org/student-opportunities/david-mccullough-essay-prizes,9-12,national,free,individual,school_or_chapter,annual,2,2,1,American history essays; affiliate schools only
1.8,South Asian Spelling Bee,South Asian Engagement Foundation,other,https://www.southasianspellingbee.com,K-8,virtual,unknown,individual,individual,annual,2,2,1,Virtual regionals; televised June finals
1.8,Washington State Science & Engineering Fair (WSSEF),WSSEF,science-engineering,https://wssef.org,1-12,state,unknown,both,either,annual,1,3,2,Grades 1-8 and 9-12 days; direct entry allowed
1.8,Colorado Science and Engineering Fair,Colorado State Science Fair Inc. / CSU,science-engineering,https://csef.natsci.colostate.edu,6-12,state,unknown,both,school_or_chapter,annual,1,3,2,Held at Colorado State University each April
1.8,Arizona Science & Engineering Fair (AzSEF),Arizona Science Center,science-engineering,https://www.azscience.org/visit/events/arizona-science-engineering-fair-azsef/,5-12,state,unknown,both,school_or_chapter,annual,1,3,2,Winners from school/district/regional fairs; ISEF pathway
1.8,Minnesota State Science & Engineering Fair,Minnesota Academy of Science,science-engineering,https://www.mnmas.org/about-science-engineering-fair,6-12,state,unknown,both,school_or_chapter,annual,1,3,2,Advance from regional fairs; St. Paul venue
1.8,Virginia State Science & Engineering Fair (VSSEF),VSSEF committee,science-engineering,https://vssef.org,9-12,state,unknown,both,school_or_chapter,annual,1,3,2,Rotating host; qualify via Virginia regional fairs
1.8,Jersey Shore Science Fair,Stockton University,science-engineering,https://stockton.edu/jssf/,6-12,regional,unknown,both,school_or_chapter,annual,1,3,2,51st annual; southern NJ ISEF affiliate
1.8,New York State Science & Engineering Fair (NYSSEF),NYSSEF,science-engineering,https://www.nyssef.org,6-12,state,unknown,both,school_or_chapter,annual,1,3,2,Virtual round then in-person finals at NY Hall of Science
1.8,Connecticut Science & Engineering Fair,Connecticut Science & Engineering Fair Inc.,science-engineering,https://ctsciencefair.org,7-12,state,unknown,both,school_or_chapter,annual,1,3,2,Annual March fair at Quinnipiac University
1.8,National Land and Range Judging Contest,Oklahoma Association of Conservation Districts / NRCS,science-engineering,https://www.okconservation.org/national-land-and-range-judging,9-12,national,paid,team,school_or_chapter,annual,2,2,1,Soil and range evaluation finals; 32 states
1.8,Federal Bar Association Civics Essay Contest,Federal Bar Association,history-geography-civics,https://www.fedbar.org/about-us/outreach/civics-essay-contest/,9-12,national,free,individual,individual,annual,1,3,2,Case-based constitutional prompt; scholarship prizes
1.7,National Latin Bee,National Latin Bee,academic-bowl,https://www.nationallatinbee.com,6-12,national,paid,individual,either,annual,1,2,3,Latin knowledge buzzer contest
1.7,National Quiz Bowl Championships (Questions Unlimited),Questions Unlimited,academic-bowl,https://www.qub.us,6-12,national,paid,team,school_or_chapter,annual,1,2,3,Quiz-bowl championship series
1.7,Celebrating Art student poetry & art anthology,Celebrating Art,arts-music,https://www.celebratingart.com,K-12,national,free,individual,individual,rolling,1,2,3,Youth art/poetry anthology contest
1.7,INCubatoredu National Pitch,Uncharted Learning,business-entrepreneurship,https://www.unchartedlearning.org,9-12,national,free,team,school_or_chapter,annual,1,2,3,INCubatoredu member schools nominate one team
1.7,PClassic (Penn),University of Pennsylvania,computer-science,https://pclassic.org,9-12,regional,free,team,school_or_chapter,annual,1,2,3,Beginner-friendly programming contest
1.7,Kids Philosophy Slam,Kids Philosophy Slam,other,https://www.philosophyslam.org,K-12,national,paid,individual,school_or_chapter,annual,1,2,3,"Philosophy essay/art contest, all ages"
1.7,RoboRAVE International,RoboRAVE,robotics,https://roborave.org,3-12,national,paid,team,school_or_chapter,annual,1,2,3,Challenge-based robotics event
1.7,Jane Austen Society of North America Essay Contest,JASNA,writing-essay,https://jasna.org/programs/essay-contest,9-12,national,free,individual,individual,annual,1,2,3,Austen-literature essay
1.7,Leonard M. Milberg '53 High School Poetry Prize,Princeton University,writing-essay,https://arts.princeton.edu/about/opportunities/high-school-contests,11-11,national,free,individual,individual,annual,1,2,3,Poetry prize for juniors
1.7,Nancy Thorp Poetry Contest,Hollins University,writing-essay,https://www.hollins.edu/nancy-thorp,10-11,national,free,individual,individual,annual,1,2,3,Poetry contest for girls
1.7,Princeton Ten-Minute Play Contest,Princeton University,writing-essay,https://arts.princeton.edu/about/opportunities/high-school-contests,11-11,national,free,individual,individual,annual,1,2,3,Playwriting prize for juniors
1.7,Rattle Young Poets Anthology,Rattle Foundation,writing-essay,https://www.rattle.com/rya,K-12,national,free,individual,individual,annual,1,2,3,Youth-poetry anthology contest
1.7,River of Words / youth environmental poetry & art,The Center for Environmental Literacy,writing-essay,https://www.stmarys-ca.edu/river-of-words,K-12,national,free,individual,school_or_chapter,annual,1,2,3,Environment poetry/art contest
1.7,North American School Scrabble Championship,North American School Scrabble,other,https://www.northamericanschoolscrabble.com,3-12,national,unknown,both,either,annual,1,2,3,Two-person teams; April championship in DC
1.7,NSCDA Congressional Seminar Essay Contest,National Society of The Colonial Dames of America,history-geography-civics,https://www.ncdames.org/the-congressional-seminar-essay-contest,10-12,national,free,individual,either,annual,1,2,3,750-word government essay; DC seminar scholarships
1.7,Finance & Investment Challenge Bowl,Asset Builders of America,business-entrepreneurship,https://ficbonline.org,9-12,regional,free,team,school_or_chapter,annual,1,2,3,Wisconsin-centered financial literacy quiz tournament
1.5,The Junior Academy,New York Academy of Sciences,other,https://www.nyas.org/learning/high-school-research-programs/the-junior-academy/,8-12,virtual,free,team,individual,annual,1,2,2,Ages 13-17; global team innovation challenges
1.5,Michigan Math Meet,University of Michigan undergraduates,math,https://michiganmathmeet.org,9-12,regional,paid,both,either,annual,1,2,2,Ann Arbor campus meet each April
1.5,Pennsylvania State Academic Competition,Chester County Intermediate Unit,academic-bowl,https://www.cciu.org/state-competition,9-12,state,free,team,school_or_chapter,annual,1,2,2,20 teams at PA Capitol; scholarship prizes
