rank,name,category,verdict,requested_url,final_url,redirected_to_root,competition_signals,homepage_signals,problem
339,We The Future Contest,history-geography-civics,PROGRAM,https://constitutingamerica.org/contest-categories-new/,https://constitutingamerica.org/contest-categories-new/,,deadline eligibility dates-block rules submission qualifying grade-band plausible-year,donate about-us,
340,National Greek Exam,academic-bowl,PROGRAM,https://www.aclclassics.org/Exams/National-Greek-Exam,https://www.aclclassics.org/Exams/National-Greek-Exam,,registration eligibility grade-band plausible-year,,
341,Los Angeles County Science & Engineering Fair,science-engineering,HOMEPAGE,https://lascifair.org,https://lascifair.org/,,registration deadline eligibility how-to-enter dates-block qualifying plausible-year,donate about-us,
342,Science & Engineering Fair of Metropolitan Detroit (SEFMD),science-engineering,HOMEPAGE,https://www.sefmd.org,https://www.sefmd.org/,,,,
343,International Bridge Building Contest,science-engineering,HOMEPAGE,http://bridgecontest.phys.iit.edu,http://bridgecontest.phys.iit.edu/,,grade-band plausible-year,about-us,
344,MMATHS,math,THIN,https://www.mmaths.org/mmaths,https://www.mmaths.org/mmaths,,,,
345,North Carolina State Mathematics Contest,math,PROGRAM,https://sites.google.com/site/statemathcontest/,https://sites.google.com/site/statemathcontest/,,rules qualifying grade-band plausible-year,,
346,John Edie Holiday Debates,debate-speech,THIN,https://blake.tabroom.com,https://www.tabroom.com/index/tourn/index.mhtml?tourn_id=40798,,registration deadline plausible-year,,
347,NFPW High School Communications Contest,arts-music,PROGRAM,https://www.nfpw.org/high-school-contest,https://www.nfpw.org/high-school-contest,,deadline eligibility rules grade-band plausible-year,donate membership governance newsroom,
348,ARTEFFECT,arts-music,HOMEPAGE,https://www.arteffectlmc.org,https://www.arteffectlmc.org/,,submission grade-band plausible-year,donate about-us careers,
349,SPJ/JEA High School Essay Contest,writing-essay,PROGRAM,https://www.spj.org/high-school-essay-contest/,https://www.spj.org/high-school-essay-contest/,,deadline how-to-enter rules grade-band plausible-year,donate governance careers newsroom,
350,Ohio Academic Competition,academic-bowl,HOMEPAGE,https://www.ohioacademiccompetition.com,https://www.ohioacademiccompetition.com/,,registration deadline qualifying grade-band plausible-year,about-us,
351,Michigan High School Quiz Bowl State Championship,academic-bowl,HOMEPAGE,https://miqba.org,https://miqba.org/,,,,
352,Verizon Innovative Learning Emerging Innovators,science-engineering,THIN,https://www.verizon.com/learning,https://www.verizon.com/learning,,,,
353,Plant the Moon Challenge,science-engineering,HOMEPAGE,https://www.plantthemoon.com,https://plantthemoon.com/,,registration grade-band plausible-year,about-us,
354,Electrathon America,science-engineering,HOMEPAGE,https://www.electrathonamerica.org,https://www.electrathonamerica.org/,,registration grade-band plausible-year,donate careers newsroom,
355,GAMA Aviation Design Challenge,science-engineering,THIN,https://gama.aero/opportunities-in-ga/aviation-challenge/,https://gama.aero/opportunities-in-ga/aviation-challenge/,,registration grade-band plausible-year,membership careers newsroom,
356,NIETOC (National Individual Events Tournament of Champions),debate-speech,HOMEPAGE,https://nietoc.org,https://nietoc.org/,,deadline qualifying plausible-year,about-us,
357,FRA Americanism Essay Contest,writing-essay,THIN,https://www.fra.org/fra/Web/Web/Content/Essay_Contest.aspx,https://www.fra.org/fra/Web/Web/Content/Essay_Contest.aspx,,deadline grade-band plausible-year,donate membership careers newsroom,
358,Manningham Student Poetry Awards,writing-essay,PROGRAM,https://nfsps.net/manningham-student-poetry-contest,https://nfsps.net/manningham-student-poetry-contest,,registration eligibility fee rules submission grade-band plausible-year,membership,
359,ASA Data Visualization Poster Competition,math,PROGRAM,https://www.amstat.org/education/asa-data-visualization-poster-competition-for-grades-k-12-,https://www.amstat.org/education/asa-data-visualization-poster-competition-for-grades-k-12-,,registration deadline fee rules submission grade-band plausible-year,donate membership governance,
360,National Chinese Speech Contest,academic-bowl,HOMEPAGE,https://www.chinesespeechcontest.com,https://www.chinesespeechcontest.com/,,plausible-year,,
361,Ocean Awareness Contest,arts-music,PROGRAM,https://bowseat.org/programs/ocean-awareness-contest/,https://bowseat.org/programs/ocean-awareness-contest/contest-overview/,,deadline eligibility how-to-enter submission plausible-year,donate,
362,Project Green Challenge,other,HOMEPAGE,https://projectgreenchallenge.com,https://projectgreenchallenge.com/,,grade-band plausible-year,,
363,North Carolina Science & Engineering Fair (NCSEF),science-engineering,HOMEPAGE,https://ncsef.org,https://ncsef.org/,,grade-band plausible-year,donate about-us,
364,AAPT High School Physics Photo Contest,science-engineering,PROGRAM,https://www.aapt.org/Programs/photocontest/,https://www.aapt.org/Programs/photocontest/,,registration rules grade-band plausible-year,donate membership newsroom annual-report,
365,Penn Model Congress,debate-speech,PROGRAM,https://www.pennmodelcongress.org,https://www.pennmodelcongress.org/,,registration deadline eligibility how-to-enter submission plausible-year,about-us,
366,Embracing Our Differences,arts-music,HOMEPAGE,https://www.embracingourdifferences.org,https://www.embracingourdifferences.org/,,registration plausible-year,donate about-us newsroom annual-report,
367,MSHSAA Scholar Bowl,academic-bowl,HOMEPAGE,https://www.mshsaa.org,https://www.mshsaa.org/,,grade-band plausible-year,membership governance careers,
368,Quiz Bowl — Knowledge Master Open,academic-bowl,UNREACHABLE,https://www.greatauk.com,,,,,EAI_AGAIN (fetch failed)
369,Cooper International Competition (violin/piano),arts-music,THIN,https://www.oberlin.edu/cooper-competition,https://www.oberlin.edu/cooper-competition,,eligibility plausible-year,,
370,Stulberg International String Competition,arts-music,HOMEPAGE,https://stulberg.org,https://stulberg.org/,,how-to-enter rules plausible-year,donate about-us governance careers,
371,The American Prize,arts-music,HOMEPAGE,https://theamericanprize.org,https://theamericanprize.org/,,deadline plausible-year,donate,
372,Elks Americanism Essay Contest,history-geography-civics,THIN,https://www.elks.org/programs/americanism.cfm,https://www.elks.org/programs/americanism.cfm,,registration eligibility plausible-year,donate membership about-us careers,
373,International Geography Bee (US),history-geography-civics,UNREACHABLE,https://www.geographybee.com,,,,,ENOTFOUND (fetch failed)
374,National World War II Museum student essay/challenge,history-geography-civics,THIN,https://www.nationalww2museum.org/students-teachers,https://www.nationalww2museum.org/students-teachers,,registration grade-band plausible-year,donate membership about-us,
375,SAR Knight Essay Contest,history-geography-civics,THIN,https://www.sar.org/education/knight-essay-contest,https://www.sar.org/committees/knight-essay-contest-committee/,,grade-band plausible-year,donate membership,
376,SAR Rumbaugh Historical Oration Contest,history-geography-civics,UNREACHABLE,https://www.sar.org/education/rumbaugh-oration-contest,,,,,fetch failed: 404 Not Found for https://www.sar.org/education/rumbaugh-oration-contest
377,Caring for Our Watersheds,other,HOMEPAGE,https://www.caringforourwatersheds.com,https://caringforourwatersheds.com/,,plausible-year,,
378,National Academic League,other,HOMEPAGE,https://nationalacademicleague.org,https://nationalacademicleague.org/,,grade-band plausible-year,donate,
379,SpellPundit National Spelling Bee,other,HOMEPAGE,https://spellpundit.com,https://www.spellpundit.com/,,registration plausible-year,,
380,Junior Botball Challenge,robotics,THIN,https://www.kipr.org/jr-botball,https://www.kipr.org/jr-botball,,registration plausible-year,donate,
381,National Robotics Challenge,robotics,HOMEPAGE,https://www.thenrc.org,https://www.thenrc.org/,,registration grade-band plausible-year,donate about-us,
382,National Robotics League,robotics,HOMEPAGE,https://gonrl.org,https://gonrl.org/,,eligibility rules plausible-year,donate about-us careers,
383,Spellman High Voltage Electronics Clean Tech Competition,science-engineering,UNREACHABLE,https://www.cstl.org/cleantech,,,,,fetch failed: 404 Not Found for https://cstl.org/cleantech
384,American Foreign Service National High School Essay Contest,writing-essay,PROGRAM,https://afsa.org/essay-contest,https://afsa.org/essay-contest,,eligibility rules submission grade-band plausible-year,donate membership newsroom,
385,EngineerGirl Writing Contest,writing-essay,THIN,https://www.engineergirl.org/writing-contest,https://www.engineergirl.org/Default.aspx,,,,
386,Sejong Writing Competition,writing-essay,PROGRAM,https://www.sejongculturalsociety.org/writing,https://www.sejongculturalsociety.org/writing/,,registration deadline eligibility rules submission plausible-year,,
387,The Adroit Prizes for Poetry & Prose,writing-essay,UNREACHABLE,https://theadroitjournal.org/prizes,,,,,fetch failed: 404 Not Found for https://theadroitjournal.org/prizes
388,IM2C (International Mathematical Modeling Challenge) US,math,HOMEPAGE,https://immchallenge.org,https://immchallenge.org/,,plausible-year,,
389,Trig-Star,math,HOMEPAGE,https://trig-star.com,https://trig-star.com/,,eligibility grade-band plausible-year,careers,
390,USIYPT (US Invitational Young Physicists Tournament),science-engineering,HOMEPAGE,https://www.usaypt.org,https://www.usaypt.org/,,plausible-year,,
391,NFMC Junior Competitions & Awards,arts-music,THIN,https://www.nfmc-music.org/competitions-awards/,https://www.nfmc-music.org/competitions-awards/,,eligibility plausible-year,membership about-us,
392,Chicago Public Schools Student Science Fair,science-engineering,HOMEPAGE,https://cpsstemfair.org,https://cpsstemfair.org/,,deadline how-to-enter dates-block grade-band plausible-year,donate governance careers,
393,Claudia Ann Seaman Awards,writing-essay,PROGRAM,https://www.polyphonylit.org/claudia-ann-seaman-awards,https://www.polyphonylit.org/claudia-ann-seaman-awards,,eligibility rules submission grade-band plausible-year,donate about-us,
394,TYE Global (TiE Young Entrepreneurs),business-entrepreneurship,HOMEPAGE,https://tyeglobal.org,https://tyeglobal.org/,,registration grade-band plausible-year,,
395,U.S. Earth Science Olympiad (USESO),science-engineering,HOMEPAGE,https://www.useso.org,https://www.useso.org/,,registration deadline eligibility how-to-enter plausible-year,donate about-us governance,
396,David McCullough Essay Prizes,history-geography-civics,PROGRAM,https://www.gilderlehrman.org/student-opportunities/david-mccullough-essay-prizes,https://www.gilderlehrman.org/student-opportunities/david-mccullough-essay-prizes,,eligibility submission grade-band plausible-year,donate about-us careers newsroom,
397,South Asian Spelling Bee,other,HOMEPAGE,https://www.southasianspellingbee.com,https://southasianspellingbee.com/,,registration rules plausible-year,about-us newsroom,
398,Washington State Science & Engineering Fair (WSSEF),science-engineering,HOMEPAGE,https://wssef.org,https://wssef.org/,,registration rules grade-band plausible-year,donate newsroom,
399,Colorado Science and Engineering Fair,science-engineering,HOMEPAGE,https://csef.natsci.colostate.edu,https://csef.natsci.colostate.edu/,,registration plausible-year,donate governance newsroom,
400,Arizona Science & Engineering Fair (AzSEF),science-engineering,PROGRAM,https://www.azscience.org/visit/events/arizona-science-engineering-fair-azsef/,https://www.azscience.org/visit/events/arizona-science-engineering-fair-azsef/,,registration deadline eligibility grade-band plausible-year,donate membership careers,
401,Minnesota State Science & Engineering Fair,science-engineering,THIN,https://www.mnmas.org/about-science-engineering-fair,https://www.mnmas.org/about-science-engineering-fair,,registration grade-band plausible-year,donate about-us governance newsroom,
402,Virginia State Science & Engineering Fair (VSSEF),science-engineering,UNREACHABLE,https://vssef.org,,,,,CERT_HAS_EXPIRED (fetch failed)
403,Jersey Shore Science Fair,science-engineering,PROGRAM,https://stockton.edu/jssf/,https://stockton.edu/jssf/,,registration eligibility rules submission grade-band plausible-year,,
404,New York State Science & Engineering Fair (NYSSEF),science-engineering,HOMEPAGE,https://www.nyssef.org,https://www.nyssef.org/,,registration deadline qualifying grade-band plausible-year,donate,
405,Connecticut Science & Engineering Fair,science-engineering,HOMEPAGE,https://ctsciencefair.org,https://ctsciencefair.org/,,registration deadline eligibility how-to-enter dates-block rules plausible-year,donate about-us careers,
406,National Land and Range Judging Contest,science-engineering,PROGRAM,https://www.okconservation.org/national-land-and-range-judging,https://www.okconservation.org/national-land-and-range-judging,,registration eligibility rules qualifying grade-band plausible-year,donate about-us,
407,Federal Bar Association Civics Essay Contest,history-geography-civics,PROGRAM,https://www.fedbar.org/about-us/outreach/civics-essay-contest/,https://www.fedbar.org/about-us/outreach/civics-essay-contest/,,registration eligibility grade-band plausible-year,membership about-us,
408,National Latin Bee,academic-bowl,UNREACHABLE,https://www.nationallatinbee.com,,,,,ENOTFOUND (fetch failed)
409,National Quiz Bowl Championships (Questions Unlimited),academic-bowl,HOMEPAGE,https://www.qub.us,https://qub.us/,,plausible-year,,
410,Celebrating Art student poetry & art anthology,arts-music,HOMEPAGE,https://www.celebratingart.com,https://www.celebratingart.com/,,deadline grade-band plausible-year,about-us,
411,INCubatoredu National Pitch,business-entrepreneurship,HOMEPAGE,https://www.unchartedlearning.org,https://www.unchartedlearning.org/,,grade-band plausible-year,careers newsroom,
412,PClassic (Penn),computer-science,HOMEPAGE,https://pclassic.org,https://www.pclassic.org/,,,,
413,Kids Philosophy Slam,other,UNREACHABLE,https://www.philosophyslam.org,,,,,ERR_SSL_SSLV3_ALERT_HANDSHAKE_FAILURE (fetch failed)
414,RoboRAVE International,robotics,HOMEPAGE,https://roborave.org,https://roborave.org/,,registration plausible-year,,
415,Jane Austen Society of North America Essay Contest,writing-essay,PROGRAM,https://jasna.org/programs/essay-contest,https://jasna.org/programs/essay-contest,,registration deadline rules submission grade-band plausible-year,membership governance,
416,Leonard M. Milberg '53 High School Poetry Prize,writing-essay,PROGRAM,https://arts.princeton.edu/about/opportunities/high-school-contests,https://arts.princeton.edu/about/opportunities/high-school-contests,,eligibility submission grade-band plausible-year,,
417,Nancy Thorp Poetry Contest,writing-essay,PROGRAM,https://www.hollins.edu/nancy-thorp,https://www.hollins.edu/academics/pre-college-experiences-camps/nancy-thorp-poetry-contest/,,deadline eligibility submission grade-band plausible-year,careers,
418,Rattle Young Poets Anthology,writing-essay,UNREACHABLE,https://www.rattle.com/rya,,,,,fetch failed: 404 Not Found for https://rattle.com/rya/
419,River of Words / youth environmental poetry & art,writing-essay,PROGRAM,https://www.stmarys-ca.edu/river-of-words,https://www.stmarys-ca.edu/academics/schools/kalmanovitz-school-of-education/centers-institutes/center-environmental-literacy/river-of-words,,deadline eligibility rules submission grade-band plausible-year,donate careers,
420,North American School Scrabble Championship,other,HOMEPAGE,https://www.northamericanschoolscrabble.com,https://www.northamericanschoolscrabble.com/,,plausible-year,,
421,NSCDA Congressional Seminar Essay Contest,history-geography-civics,THIN,https://www.ncdames.org/the-congressional-seminar-essay-contest,https://www.ncdames.org/the-congressional-seminar-essay-contest,,submission grade-band plausible-year,donate membership about-us,
422,Finance & Investment Challenge Bowl,business-entrepreneurship,HOMEPAGE,https://ficbonline.org,https://ficbonline.org/,,grade-band plausible-year,donate about-us,
423,The Junior Academy,other,PROGRAM,https://www.nyas.org/learning/high-school-research-programs/the-junior-academy/,https://www.nyas.org/learning/high-school-research-programs/the-junior-academy/,,eligibility dates-block grade-band plausible-year,donate membership about-us careers newsroom,
424,Michigan Math Meet,math,HOMEPAGE,https://michiganmathmeet.org,https://michiganmathmeet.org/,,registration grade-band plausible-year,about-us,
425,Pennsylvania State Academic Competition,academic-bowl,UNREACHABLE,https://www.cciu.org/state-competition,,,,,fetch failed: 404 Not Found for https://www.cciu.org/state-competition
